Chromosome,Start,End,Feature
Chr5,89176777,89176896,CDS
Chr5,89179895,89179996,CDS
Chr5,89181178,89181324,CDS
Chr5,6874306,6874344,CDS
Chr5,6781640,6781777,CDS
Chr5,348034,348348,CDS
Chr5,228027,228125,CDS
Chr5,92678254,92678664,CDS
Chr5,74309106,74309603,CDS
Chr5,1740602,1741129,CDS
Chr5,66853291,66853668,CDS
Chr5,89556818,89556985,CDS
Chr5,89555996,89556130,CDS
Chr5,83750756,83751262,CDS
Chr5,77321195,77321545,CDS
Chr5,95562909,95563355,CDS
Chr5,23186927,23187520,CDS
Chr5,67943742,67943909,CDS
Chr5,67934180,67934281,CDS
Chr5,67931781,67931906,CDS
Chr5,40453005,40453517,CDS
Chr5,40545611,40546072,CDS
Chr5,44094127,44095095,CDS
Chr5,72625341,72625403,CDS
Chr5,72700777,72700914,CDS
Chr5,62922357,62922512,CDS
Chr5,62894602,62894688,CDS
Chr5,62825368,62825436,CDS
Chr5,16479012,16479254,CDS
Chr5,82000725,82000745,CDS
Chr5,81932441,81932500,CDS
Chr5,81898457,81898795,CDS
Chr5,47043067,47044281,CDS
Chr5,79338773,79339066,CDS
Chr5,79335119,79335301,CDS
Chr5,32313971,32314132,CDS
Chr5,32312588,32312704,CDS
Chr5,32311015,32311134,CDS
Chr5,71428437,71428532,CDS
Chr5,71430583,71430744,CDS
Chr5,71434727,71434909,CDS
Chr5,71435912,71436001,CDS
Chr5,71437013,71437195,CDS
Chr5,71447558,71447761,CDS
Chr5,66668274,66668348,CDS
Chr5,66669593,66669694,CDS
Chr5,66773372,66773548,CDS
Chr5,88317932,88318066,CDS
Chr5,88318650,88318958,CDS
Chr5,88363625,88363771,CDS
Chr5,88365570,88365773,CDS
Chr5,96705640,96706692,CDS
Chr5,83195804,83196595,CDS
Chr5,82841838,82842617,CDS
Chr5,82942609,82942656,CDS
Chr5,52749168,52749287,CDS
Chr5,52660399,52660449,CDS
Chr5,64729030,64729308,CDS
Chr5,64732983,64733126,CDS
Chr5,64738480,64738575,CDS
Chr5,4666092,4666151,CDS
Chr5,4665246,4665290,CDS
Chr5,22718593,22718664,CDS
Chr5,22831355,22831432,CDS
Chr5,88115499,88115681,CDS
Chr5,87995070,87995159,CDS
Chr5,8933120,8933479,CDS
Chr5,8934835,8934912,CDS
Chr5,8936149,8936415,CDS
Chr5,8940711,8940956,CDS
Chr5,8941994,8942098,CDS
Chr5,8943442,8943570,CDS
Chr5,8944127,8944240,CDS
Chr5,8944779,8944865,CDS
Chr5,8946752,8946883,CDS
Chr5,8947552,8947722,CDS
Chr5,8949152,8949310,CDS
Chr5,8950291,8950404,CDS
Chr5,8950855,8950923,CDS
Chr5,8951661,8951708,CDS
Chr5,8952636,8952689,CDS
Chr5,8953062,8953151,CDS
Chr5,8953366,8953497,CDS
Chr5,8954494,8954715,CDS
Chr5,8956293,8956460,CDS
Chr5,93530963,93531031,CDS
Chr5,93654141,93654236,CDS
Chr5,92240510,92242534,CDS
Chr5,3139523,3139900,CDS
Chr5,66230443,66230475,CDS
Chr5,66358595,66358669,CDS
Chr5,66422875,66423072,CDS
Chr5,6665015,6665056,CDS
Chr5,6789478,6789681,CDS
Chr5,92198355,92198393,CDS
Chr5,92322368,92322556,CDS
Chr5,92322697,92322804,CDS
Chr5,92323754,92323864,CDS
Chr5,92325531,92325671,CDS
Chr5,99599396,99600169,CDS
Chr5,99600935,99601075,CDS
Chr5,4013833,4014231,CDS
Chr5,3999045,3999203,CDS
Chr5,3998429,3998509,CDS
Chr5,3997099,3997266,CDS
Chr5,96556152,96557042,CDS
Chr5,81085204,81085620,CDS
Chr5,39772261,39772848,CDS
Chr5,39760694,39760834,CDS
Chr5,39758053,39758202,CDS
Chr5,83544690,83544962,CDS
Chr5,83564975,83565025,CDS
Chr5,96978302,96978334,CDS
Chr5,96881845,96882033,CDS
Chr5,76053627,76053770,CDS
Chr5,76056632,76056736,CDS
Chr5,76056889,76057044,CDS
Chr5,87030403,87030483,CDS
Chr5,87105572,87105805,CDS
Chr5,67983881,67984063,CDS
Chr5,67982396,67982500,CDS
Chr5,67979216,67979422,CDS
Chr5,67977993,67978154,CDS
Chr5,38388862,38389389,CDS
Chr5,38390549,38390692,CDS
Chr5,94180538,94180630,CDS
Chr5,94183939,94184016,CDS
Chr5,94184939,94185124,CDS
Chr5,94185260,94185331,CDS
Chr5,99489059,99489166,CDS
Chr5,99497516,99497722,CDS
Chr5,99502135,99502341,CDS
Chr5,99505357,99505425,CDS
Chr5,99506392,99506541,CDS
Chr5,59161632,59161886,CDS
Chr5,59160119,59160361,CDS
Chr5,59154160,59154387,CDS
Chr5,59153061,59153273,CDS
Chr5,59148249,59148377,CDS
Chr5,59148031,59148159,CDS
Chr5,59147660,59147782,CDS
Chr5,10073630,10073761,CDS
Chr5,10158508,10158573,CDS
Chr5,58490527,58490634,CDS
Chr5,58473935,58474192,CDS
Chr5,67759957,67760028,CDS
Chr5,67829982,67830125,CDS
Chr5,97496581,97496628,CDS
Chr5,97479569,97479838,CDS
Chr5,48168116,48168205,CDS
Chr5,48164137,48164304,CDS
Chr5,48154838,48155077,CDS
Chr5,48148696,48148773,CDS
Chr5,85620289,85620636,CDS
Chr5,67176604,67176645,CDS
Chr5,67206421,67206486,CDS
Chr5,32238092,32238187,CDS
Chr5,32145790,32145930,CDS
Chr5,43221114,43221149,CDS
Chr5,43313953,43313997,CDS
Chr5,43343726,43343836,CDS
Chr5,43430654,43430695,CDS
Chr5,93789283,93790524,CDS
Chr5,2763994,2764251,CDS
Chr5,2758649,2759119,CDS
Chr5,93778655,93780838,CDS
Chr5,22681909,22681962,CDS
Chr5,22801743,22801808,CDS
Chr5,22870891,22871049,CDS
Chr5,90751007,90753493,CDS
Chr5,90749474,90749596,CDS
Chr5,4849210,4849374,CDS
Chr5,4890019,4890054,CDS
Chr5,99352016,99352177,CDS
Chr5,99351474,99351578,CDS
Chr5,93156508,93157533,CDS
Chr5,94237506,94238684,CDS
Chr5,84246273,84247049,CDS
Chr5,84129362,84129409,CDS
Chr5,57039241,57039306,CDS
Chr5,57110894,57111034,CDS
Chr5,8637411,8637476,CDS
Chr5,8583146,8583184,CDS
Chr5,66007865,66008269,CDS
Chr5,66005677,66005847,CDS
Chr5,66002414,66002584,CDS
Chr5,66001778,66001870,CDS
Chr5,65998799,65998930,CDS
Chr5,65997711,65997905,CDS
Chr5,65996111,65996263,CDS
Chr5,65985474,65985641,CDS
Chr5,65983604,65983804,CDS
Chr5,65978933,65979070,CDS
Chr5,65976867,65976938,CDS
Chr5,65975918,65976046,CDS
Chr5,65970038,65970205,CDS
Chr5,83748774,83748818,CDS
Chr5,83729957,83730748,CDS
Chr5,47853301,47853492,CDS
Chr5,47854908,47854988,CDS
Chr5,47859077,47859277,CDS
Chr5,47871507,47871551,CDS
Chr5,47874172,47874420,CDS
Chr5,25161816,25162235,CDS
Chr5,65287024,65287548,CDS
Chr5,65375375,65375413,CDS
Chr5,77107157,77107204,CDS
Chr5,77026719,77026907,CDS
Chr5,74655876,74655938,CDS
Chr5,74739877,74739972,CDS
Chr5,74742681,74742824,CDS
Chr5,74744733,74744861,CDS
Chr5,257172,257744,CDS
Chr5,195790,196371,CDS
Chr5,89998514,89998648,CDS
Chr5,89915166,89915210,CDS
Chr5,67830366,67830449,CDS
Chr5,67906004,67906042,CDS
Chr5,86046020,86046220,CDS
Chr5,86047976,86048245,CDS
Chr5,86058620,86058757,CDS
Chr5,60113934,60114080,CDS
Chr5,60115235,60115312,CDS
Chr5,60117594,60117707,CDS
Chr5,60119396,60119503,CDS
Chr5,60128725,60128811,CDS
Chr5,60138972,60139082,CDS
Chr5,60147960,60148052,CDS
Chr5,60149306,60149368,CDS
Chr5,60154344,60154430,CDS
Chr5,60155787,60155858,CDS
Chr5,60157568,60157747,CDS
Chr5,25095661,25095849,CDS
Chr5,25102304,25102450,CDS
Chr5,25103491,25103652,CDS
Chr5,25109952,25110104,CDS
Chr5,25127829,25127918,CDS
Chr5,25129690,25129833,CDS
Chr5,25132692,25132916,CDS
Chr5,25133786,25133902,CDS
Chr5,25134682,25134771,CDS
Chr5,25138157,25138327,CDS
Chr5,25140714,25140890,CDS
Chr5,25141095,25141220,CDS
Chr5,25142989,25143066,CDS
Chr5,25144516,25144578,CDS
Chr5,25146729,25146848,CDS
Chr5,32446612,32446911,CDS
Chr5,32387614,32387664,CDS
Chr5,82897370,82897414,CDS
Chr5,83022493,83023275,CDS
Chr5,83136112,83136156,CDS
Chr5,91814909,91815037,CDS
Chr5,91816057,91816185,CDS
Chr5,91816725,91816811,CDS
Chr5,242974,243780,CDS
Chr5,94226396,94227256,CDS
Chr5,295958,296086,CDS
Chr5,305962,306057,CDS
Chr5,23229809,23229880,CDS
Chr5,23203422,23203490,CDS
Chr5,23201948,23202016,CDS
Chr5,23200717,23200755,CDS
Chr5,23198870,23199415,CDS
Chr5,23195324,23195488,CDS
Chr5,93252964,93253011,CDS
Chr5,93353767,93353913,CDS
Chr5,93355586,93355708,CDS
Chr5,93357554,93357688,CDS
Chr5,93358826,93358906,CDS
Chr5,90006363,90006473,CDS
Chr5,90008029,90008313,CDS
Chr5,94243461,94243550,CDS
Chr5,94244632,94244790,CDS
Chr5,94246410,94247174,CDS
Chr5,83568405,83569205,CDS
Chr5,68591252,68591389,CDS
Chr5,68590748,68590846,CDS
Chr5,17331317,17331532,CDS
Chr5,17448025,17448072,CDS
Chr5,17497036,17497095,CDS
Chr5,169721,171355,CDS
Chr5,57606006,57606035,CDS
Chr5,57585384,57585446,CDS
Chr5,57515550,57515645,CDS
Chr5,36051118,36051186,CDS
Chr5,36087189,36087257,CDS
Chr5,96811115,96811450,CDS
Chr5,83206353,83206910,CDS
Chr5,83678882,83679469,CDS
Chr5,64458143,64458256,CDS
Chr5,64576419,64576472,CDS
Chr5,64630196,64630252,CDS
Chr5,64634711,64634785,CDS
Chr5,56020432,56020506,CDS
Chr5,55942004,55942081,CDS
Chr5,6579618,6579854,CDS
Chr5,6573748,6573819,CDS
Chr5,51999255,51999308,CDS
Chr5,51888314,51888346,CDS
Chr5,32602769,32602867,CDS
Chr5,32700833,32700856,CDS
Chr5,85685233,85685307,CDS
Chr5,85579197,85579235,CDS
Chr5,85516127,85516300,CDS
Chr5,95220772,95220870,CDS
Chr5,95221797,95221919,CDS
Chr5,95222454,95222600,CDS
Chr5,95223504,95223644,CDS
Chr5,95223853,95224086,CDS
Chr5,95224685,95224861,CDS
Chr5,95225283,95225387,CDS
Chr5,95225566,95225607,CDS
Chr5,95226459,95226629,CDS
Chr5,95226758,95226877,CDS
Chr5,95226957,95227055,CDS
Chr5,95228167,95228286,CDS
Chr5,95229299,95229403,CDS
Chr5,95229582,95229749,CDS
Chr5,95230144,95230347,CDS
Chr5,95230444,95230608,CDS
Chr5,95231249,95231638,CDS
Chr5,95231998,95232141,CDS
Chr5,95232252,95232329,CDS
Chr5,62133819,62133920,CDS
Chr5,62161794,62161823,CDS
Chr5,93776006,93777271,CDS
Chr5,7141163,7141243,CDS
Chr5,7235458,7235748,CDS
Chr5,42053484,42054320,CDS
Chr5,39795701,39795799,CDS
Chr5,39836672,39836707,CDS
Chr5,85958217,85958372,CDS
Chr5,85958053,85958112,CDS
Chr5,85954170,85954385,CDS
Chr5,85945692,85945748,CDS
Chr5,85945475,85945528,CDS
Chr5,85942158,85942223,CDS
Chr5,85939356,85939514,CDS
Chr5,8699457,8699585,CDS
Chr5,8801386,8801472,CDS
Chr5,40020005,40020097,CDS
Chr5,40019243,40019344,CDS
Chr5,40017454,40017507,CDS
Chr5,40016371,40016436,CDS
Chr5,14377126,14377185,CDS
Chr5,14437690,14437944,CDS
Chr5,42077801,42077887,CDS
Chr5,41953971,41954819,CDS
Chr5,46484191,46484226,CDS
Chr5,46458313,46458516,CDS
Chr5,95549391,95550194,CDS
Chr5,71110397,71110438,CDS
Chr5,70997011,70997229,CDS
Chr5,100487004,100487513,CDS
Chr5,100489227,100489637,CDS
Chr5,84705487,84705708,CDS
Chr5,84827798,84828097,CDS
Chr5,2097930,2097968,CDS
Chr5,2106613,2106726,CDS
Chr5,14833210,14833269,CDS
Chr5,14884853,14884927,CDS
Chr5,99381006,99381053,CDS
Chr5,99355646,99355705,CDS
Chr5,97701959,97701997,CDS
Chr5,97758121,97758432,CDS
Chr5,99612658,99612825,CDS
Chr5,99611766,99611912,CDS
Chr5,99610914,99611648,CDS
Chr5,3410709,3411038,CDS
Chr5,3403548,3403655,CDS
Chr5,81601653,81601991,CDS
Chr5,81605920,81606030,CDS
Chr5,82961742,82962524,CDS
Chr5,83049517,83049528,CDS
Chr5,17726891,17727121,CDS
Chr5,41499483,41500424,CDS
Chr5,42125616,42125702,CDS
Chr5,42124687,42124869,CDS
Chr5,64097261,64097380,CDS
Chr5,64086745,64086879,CDS
Chr5,44081179,44082027,CDS
Chr5,75124035,75124136,CDS
Chr5,75034862,75034888,CDS
Chr5,49837994,49838089,CDS
Chr5,49884649,49884672,CDS
Chr5,2880042,2880314,CDS
Chr5,2881735,2882190,CDS
Chr5,163651,164043,CDS
Chr5,99742679,99742786,CDS
Chr5,99729495,99729587,CDS
Chr5,42255126,42255404,CDS
Chr5,42235800,42235841,CDS
Chr5,611335,611652,CDS
Chr5,1829009,1829116,CDS
Chr5,1830376,1830528,CDS
Chr5,1832195,1832410,CDS
Chr5,1833938,1834021,CDS
Chr5,1834144,1834236,CDS
Chr5,1835161,1835310,CDS
Chr5,1835695,1835799,CDS
Chr5,1840153,1840236,CDS
Chr5,1842306,1842404,CDS
Chr5,1842954,1842998,CDS
Chr5,1844104,1844631,CDS
Chr5,1845391,1845606,CDS
Chr5,1847955,1848125,CDS
Chr5,1849108,1849227,CDS
Chr5,1850502,1850612,CDS
Chr5,1852684,1852782,CDS
Chr5,92616483,92616650,CDS
Chr5,92614866,92615297,CDS
Chr5,62974216,62974422,CDS
Chr5,62904774,62905040,CDS
Chr5,62899736,62899873,CDS
Chr5,62895413,62895571,CDS
Chr5,97287204,97287536,CDS
Chr5,27336330,27336359,CDS
Chr5,27311585,27311872,CDS
Chr5,96808488,96808541,CDS
Chr5,96864086,96864280,CDS
Chr5,96870860,96871003,CDS
Chr5,96994263,96994421,CDS
Chr5,96972125,96972598,CDS
Chr5,64376011,64376247,CDS
Chr5,64353803,64353928,CDS
Chr5,83301441,83302205,CDS
Chr5,83296226,83297047,CDS
Chr5,83344538,83344567,CDS
Chr5,69047492,69047551,CDS
Chr5,69131208,69131267,CDS
Chr5,86077154,86077948,CDS
Chr5,85967106,85967132,CDS
Chr5,82259702,82260517,CDS
Chr5,12747736,12747825,CDS
Chr5,12772386,12772505,CDS
Chr5,20594072,20594110,CDS
Chr5,20667113,20667601,CDS
Chr5,85219924,85220199,CDS
Chr5,49297041,49297070,CDS
Chr5,49348068,49348292,CDS
Chr5,49359483,49359749,CDS
Chr5,42062354,42062395,CDS
Chr5,41947719,41948537,CDS
Chr5,88343191,88343370,CDS
Chr5,88331425,88331712,CDS
Chr5,88279407,88279553,CDS
Chr5,88277370,88277519,CDS
Chr5,4231486,4231596,CDS
Chr5,4189573,4189755,CDS
Chr5,97284473,97284751,CDS
Chr5,64857903,64858280,CDS
Chr5,21984159,21984254,CDS
Chr5,21985567,21985821,CDS
Chr5,21987048,21987236,CDS
Chr5,21988092,21988328,CDS
Chr5,21989909,21990049,CDS
Chr5,40544091,40544651,CDS
Chr5,40600042,40600098,CDS
Chr5,40674224,40674673,CDS
Chr5,11883820,11883972,CDS
Chr5,11841876,11841950,CDS
Chr5,11826697,11826738,CDS
Chr5,11819497,11819589,CDS
Chr5,11815332,11815367,CDS
Chr5,11812000,11812050,CDS
Chr5,11805841,11806008,CDS
Chr5,11804738,11804899,CDS
Chr5,11803347,11803460,CDS
Chr5,43860596,43860712,CDS
Chr5,43768351,43768506,CDS
Chr5,100779235,100779495,CDS
Chr5,100778197,100778328,CDS
Chr5,100777766,100777996,CDS
Chr5,100776897,100777085,CDS
Chr5,100776051,100776254,CDS
Chr5,100775823,100775939,CDS
Chr5,100775668,100775718,CDS
Chr5,100775464,100775520,CDS
Chr5,1478584,1478859,CDS
Chr5,40478085,40478153,CDS
Chr5,40549784,40549894,CDS
Chr5,40673256,40673360,CDS
Chr5,81272417,81272470,CDS
Chr5,81322239,81323000,CDS
Chr5,20984594,20985034,CDS
Chr5,20883114,20883239,CDS
Chr5,26838464,26838604,CDS
Chr5,26873073,26873222,CDS
Chr5,97477645,97477974,CDS
Chr5,21850425,21850475,CDS
Chr5,21745187,21745408,CDS
Chr5,97016488,97016523,CDS
Chr5,97006870,97007649,CDS
Chr5,43345852,43345959,CDS
Chr5,43351119,43351190,CDS
Chr5,98931268,98931435,CDS
Chr5,99057137,99057190,CDS
Chr5,77674728,77674814,CDS
Chr5,77673728,77673889,CDS
Chr5,77672836,77672991,CDS
Chr5,77671641,77671781,CDS
Chr5,77667867,77668091,CDS
Chr5,20973503,20973568,CDS
Chr5,20866250,20866378,CDS
Chr5,20774911,20774988,CDS
Chr5,92126700,92128589,CDS
Chr5,96839302,96839622,CDS
Chr5,96961787,96961870,CDS
Chr5,69472811,69472921,CDS
Chr5,69357154,69357189,CDS
Chr5,47148670,47148777,CDS
Chr5,47147721,47147783,CDS
Chr5,47139866,47139952,CDS
Chr5,47137934,47138023,CDS
Chr5,47136079,47136240,CDS
Chr5,47133681,47133884,CDS
Chr5,47132658,47132753,CDS
Chr5,41976475,41977311,CDS
Chr5,41939983,41940057,CDS
Chr5,47861284,47861460,CDS
Chr5,47758318,47758407,CDS
Chr5,1726549,1728390,CDS
Chr5,100780269,100780364,CDS
Chr5,100834892,100835026,CDS
Chr5,69617734,69617829,CDS
Chr5,69615515,69615757,CDS
Chr5,69613019,69613231,CDS
Chr5,6067579,6068049,CDS
Chr5,100816282,100816824,CDS
Chr5,9809435,9810160,CDS
Chr5,90586570,90586677,CDS
Chr5,90583639,90583800,CDS
Chr5,20876687,20877952,CDS
Chr5,82863341,82864162,CDS
Chr5,3118641,3119690,CDS
Chr5,3490613,3490696,CDS
Chr5,3489843,3489950,CDS
Chr5,3487454,3487495,CDS
Chr5,3485116,3485205,CDS
Chr5,3466252,3466383,CDS
Chr5,91508136,91508186,CDS
Chr5,91575224,91575292,CDS
Chr5,88900161,88900307,CDS
Chr5,88816253,88816285,CDS
Chr5,97346352,97346681,CDS
Chr5,83271513,83272298,CDS
Chr5,42593759,42593962,CDS
Chr5,42590393,42590527,CDS
Chr5,42588492,42588611,CDS
Chr5,42586741,42586845,CDS
Chr5,42585683,42585859,CDS
Chr5,42584710,42584844,CDS
Chr5,42582683,42582787,CDS
Chr5,42578278,42578526,CDS
Chr5,42575763,42576053,CDS
Chr5,42574571,42574744,CDS
Chr5,42571940,42572074,CDS
Chr5,2550272,2550340,CDS
Chr5,2660325,2660453,CDS
Chr5,2754753,2754800,CDS
Chr5,43545459,43545524,CDS
Chr5,43657625,43657675,CDS
Chr5,77317721,77318080,CDS
Chr5,92133830,92133880,CDS
Chr5,92228009,92228920,CDS
Chr5,92136115,92136135,CDS
Chr5,92198108,92198305,CDS
Chr5,42485426,42485761,CDS
Chr5,45665853,45666248,CDS
Chr5,45657743,45657862,CDS
Chr5,45656606,45656797,CDS
Chr5,74808350,74808379,CDS
Chr5,74799188,74799595,CDS
Chr5,32832792,32832995,CDS
Chr5,32871623,32871673,CDS
Chr5,100686376,100686555,CDS
Chr5,100752198,100752233,CDS
Chr5,42659612,42659779,CDS
Chr5,42658969,42659196,CDS
Chr5,42657816,42657944,CDS
Chr5,100703932,100704114,CDS
Chr5,100704954,100705061,CDS
Chr5,100706239,100706322,CDS
Chr5,100706434,100706532,CDS
Chr5,589856,590068,CDS
Chr5,677900,678079,CDS
Chr5,711342,711389,CDS
Chr5,89421167,89421421,CDS
Chr5,89406181,89406213,CDS
Chr5,34246391,34246582,CDS
Chr5,34249620,34249772,CDS
Chr5,34250863,34250970,CDS
Chr5,98771549,98771818,CDS
Chr5,1469576,1469785,CDS
Chr5,1470713,1470772,CDS
Chr5,1472279,1472368,CDS
Chr5,1473589,1473696,CDS
Chr5,1476253,1476528,CDS
Chr5,96766135,96766944,CDS
Chr5,45127745,45127957,CDS
Chr5,45148021,45148176,CDS
Chr5,1962304,1962591,CDS
Chr5,85183898,85185481,CDS
Chr5,25001674,25001775,CDS
Chr5,25000630,25000725,CDS
Chr5,24998281,24998370,CDS
Chr5,65253604,65253708,CDS
Chr5,65246078,65246122,CDS
Chr5,65242860,65242961,CDS
Chr5,65240418,65240510,CDS
Chr5,65231615,65231767,CDS
Chr5,65228579,65228674,CDS
Chr5,65226066,65226257,CDS
Chr5,65224720,65224875,CDS
Chr5,65221830,65221955,CDS
Chr5,65221024,65221161,CDS
Chr5,65219618,65219788,CDS
Chr5,65208804,65209016,CDS
Chr5,40435275,40435835,CDS
Chr5,40498852,40499016,CDS
Chr5,48237610,48237642,CDS
Chr5,48135289,48135507,CDS
Chr5,48072755,48072790,CDS
Chr5,70521304,70521471,CDS
Chr5,70561270,70561350,CDS
Chr5,49705070,49705240,CDS
Chr5,49704005,49704148,CDS
Chr5,74477718,74477759,CDS
Chr5,74443230,74443463,CDS
Chr5,79510637,79511338,CDS
Chr5,71781378,71781443,CDS
Chr5,71895151,71895282,CDS
Chr5,24962464,24962544,CDS
Chr5,25050145,25050234,CDS
Chr5,35301275,35301316,CDS
Chr5,35406361,35406507,CDS
Chr5,48872378,48872455,CDS
Chr5,48753469,48753645,CDS
Chr5,49389077,49389232,CDS
Chr5,49479222,49479254,CDS
Chr5,9870880,9870963,CDS
Chr5,9793821,9794054,CDS
Chr5,96532750,96532854,CDS
Chr5,96646098,96646175,CDS
Chr5,64221538,64221654,CDS
Chr5,64220393,64220467,CDS
Chr5,64219098,64219319,CDS
Chr5,64217156,64217323,CDS
Chr5,64214830,64214931,CDS
Chr5,64210490,64210549,CDS
Chr5,67914814,67915266,CDS
Chr5,93331212,93331349,CDS
Chr5,93330852,93330893,CDS
Chr5,93330073,93330174,CDS
Chr5,93329690,93329797,CDS
Chr5,93328008,93328085,CDS
Chr5,93327091,93327321,CDS
Chr5,93325341,93325508,CDS
Chr5,93324294,93324446,CDS
Chr5,93322540,93322704,CDS
Chr5,93321964,93322182,CDS
Chr5,99437610,99440501,CDS
Chr5,68125451,68125510,CDS
Chr5,68147236,68147277,CDS
Chr5,68247333,68247401,CDS
Chr5,68286281,68286364,CDS
Chr5,77855529,77855882,CDS
Chr5,82159649,82159735,CDS
Chr5,82094658,82094708,CDS
Chr5,852815,853951,CDS
Chr5,34442240,34442287,CDS
Chr5,34409988,34410167,CDS
Chr5,10466778,10466861,CDS
Chr5,10476145,10476288,CDS
Chr5,90927843,90928022,CDS
Chr5,40314027,40314272,CDS
Chr5,40317108,40317242,CDS
Chr5,40319202,40319399,CDS
Chr5,40321107,40321253,CDS
Chr5,40361263,40361400,CDS
Chr5,40376316,40376474,CDS
Chr5,40379656,40379700,CDS
Chr5,40382700,40382918,CDS
Chr5,40383282,40383542,CDS
Chr5,40384113,40384289,CDS
Chr5,88025253,88025663,CDS
Chr5,101048364,101048633,CDS
Chr5,101050145,101050348,CDS
Chr5,101050952,101051059,CDS
Chr5,101052181,101052261,CDS
Chr5,101052844,101052927,CDS
Chr5,89816221,89816262,CDS
Chr5,89940829,89940921,CDS
Chr5,83709930,83709968,CDS
Chr5,83703374,83704156,CDS
Chr5,31851890,31852729,CDS
Chr5,174964,175035,CDS
Chr5,236708,236893,CDS
Chr5,66869678,66869728,CDS
Chr5,66788692,66788937,CDS
Chr5,93419878,93421014,CDS
Chr5,30382066,30382167,CDS
Chr5,30381465,30381602,CDS
Chr5,30379700,30379876,CDS
Chr5,99584068,99584262,CDS
Chr5,99585136,99585282,CDS
Chr5,99599393,99600169,CDS
Chr5,99600935,99601069,CDS
Chr5,75885669,75885773,CDS
Chr5,75799092,75799286,CDS
Chr5,94807368,94807412,CDS
Chr5,94824842,94825168,CDS
Chr5,3172239,3172574,CDS
Chr5,3190601,3190843,CDS
Chr5,92631315,92631581,CDS
Chr5,97579130,97579168,CDS
Chr5,97533992,97534105,CDS
Chr5,871483,871575,CDS
Chr5,765510,765710,CDS
Chr5,763867,764028,CDS
Chr5,12312476,12313120,CDS
Chr6,7352444,7352572,CDS
Chr6,7349067,7349309,CDS
Chr6,7347979,7348119,CDS
Chr6,7347443,7347559,CDS
Chr6,7346938,7347108,CDS
Chr6,7346580,7346642,CDS
Chr6,37583366,37583404,CDS
Chr6,37542273,37542449,CDS
Chr6,13561323,13561472,CDS
Chr6,22229653,22231386,CDS
Chr6,1531701,1531832,CDS
Chr6,1529569,1529895,CDS
Chr6,1441132,1441185,CDS
Chr6,14983693,14983848,CDS
Chr6,14884566,14884724,CDS
Chr6,23231893,23232468,CDS
Chr6,23148910,23149017,CDS
Chr6,53770146,53770325,CDS
Chr6,53774553,53774840,CDS
Chr6,53776737,53776841,CDS
Chr6,53778487,53778645,CDS
Chr6,5753384,5753425,CDS
Chr6,5752313,5752492,CDS
Chr6,5751928,5752053,CDS
Chr6,6328747,6328842,CDS
Chr6,6309441,6309479,CDS
Chr6,33819225,33820166,CDS
Chr6,37158108,37158230,CDS
Chr6,37162316,37162456,CDS
Chr6,37178204,37178377,CDS
Chr6,37182873,37182971,CDS
Chr6,37190005,37190163,CDS
Chr6,37190995,37191111,CDS
Chr6,37191243,37191443,CDS
Chr6,37193742,37193888,CDS
Chr6,37195603,37195746,CDS
Chr6,62691756,62691827,CDS
Chr6,62692135,62692224,CDS
Chr6,62694027,62694140,CDS
Chr6,15379235,15379327,CDS
Chr6,15388563,15388691,CDS
Chr6,15390243,15390353,CDS
Chr6,15391317,15391448,CDS
Chr6,15393503,15393625,CDS
Chr6,50344439,50344582,CDS
Chr6,50414479,50414520,CDS
Chr6,50540995,50541027,CDS
Chr6,49688360,49688461,CDS
Chr6,49676617,49676712,CDS
Chr6,49670343,49670459,CDS
Chr6,49668482,49668550,CDS
Chr6,49667083,49667115,CDS
Chr6,49665556,49665675,CDS
Chr6,49664393,49664524,CDS
Chr6,49664165,49664290,CDS
Chr6,49663877,49663933,CDS
Chr6,49661869,49661988,CDS
Chr6,23245116,23245172,CDS
Chr6,23368653,23368808,CDS
Chr6,23372080,23372268,CDS
Chr6,23374073,23374309,CDS
Chr6,23378479,23378595,CDS
Chr6,23383660,23384193,CDS
Chr6,23385810,23385926,CDS
Chr6,23415242,23415277,CDS
Chr6,11157268,11157378,CDS
Chr6,11265790,11265849,CDS
Chr6,47520370,47521065,CDS
Chr6,47513489,47513539,CDS
Chr6,53224169,53224267,CDS
Chr6,53222502,53222600,CDS
Chr6,53221878,53221985,CDS
Chr6,53218945,53219049,CDS
Chr6,53217598,53217699,CDS
Chr6,53217426,53217470,CDS
Chr6,66600220,66600267,CDS
Chr6,66493227,66493400,CDS
Chr6,64596932,64596991,CDS
Chr6,64611827,64612363,CDS
Chr6,41564119,41564454,CDS
Chr6,41504566,41504604,CDS
Chr6,47768541,47769614,CDS
Chr6,6934992,6935090,CDS
Chr6,7045342,7045401,CDS
Chr6,56013217,56013249,CDS
Chr6,56017604,56017744,CDS
Chr6,30599773,30599814,CDS
Chr6,30550059,30550295,CDS
Chr6,47729284,47729514,CDS
Chr6,47666471,47666836,CDS
Chr6,979411,979542,CDS
Chr6,1035051,1035293,CDS
Chr6,17059820,17059885,CDS
Chr6,16962737,16962832,CDS
Chr6,61381391,61381516,CDS
Chr6,61407388,61407423,CDS
Chr6,66997684,66997740,CDS
Chr6,67067762,67067893,CDS
Chr6,65634005,65634037,CDS
Chr6,65606277,65606576,CDS
Chr6,65601316,65601786,CDS
Chr6,22227124,22229214,CDS
Chr6,63725362,63726444,CDS
